-ý‡0137,0140,0408,0778
0135,0139,0408,0777
0133,0136,0408,0782
0133,0136,0409,0785
0132,0138,0408,0773
0132,0136,0405,0767
0129,0135,0403,0767
0132,0138,0395,0765
0128,0146,0390,0760
0128,0135,0392,0748
0125,0137,0388,0752
0124,0136,0383,0764
0123,0132,0381,0778
0124,0141,0384,0773
0124,0130,0381,0778
0121,0136,0377,0770
0120,0129,0378,0772
0121,0132,0372,0769
0121,0128,0371,0757
0117,0126,0374,0757
0114,0132,0367,0756
0116,0130,0363,0753
0113,0128,0362,0745
0128,0354,0729,0114
0110,0130,0351,0740
0114,0128,0345,0745
0113,0128,0344,0739
0115,0136,0344,0731
0110,0123,0341,0730
0115,0128,0339,0716
0117,0128,0336,0709
0117,0128,0333,0706
0117,0128,0332,0714
0121,0126,0331,0749
0123,0128,0329,0764
0128,0123,0325,0762
0131,0126,0320,0753
0128,0126,0320,0745
0128,0127,0317,0743
0125,0130,0317,0754
0129,0132,0315,0761
0133,0129,0316,0771
0141,0129,0314,0771
0144,0132,0311,0776
0146,0128,0308,0780
0143,0126,0305,0768
0141,0129,0301,0745
0144,0128,0303,0755
0140,0135,0304,0762
0138,0128,0302,0772
0137,0138,0310,0769
0139,0000,0308,0767
0138,0137,0309,0778
0138,0139,0306,0790
0139,0136,0306,0793
0144,0144,0304,0785
0144,0141,0305,0791
0149,0151,0316,0803
0152,0145,0333,0816
0149,0142,0333,0824
0149,0146,0332,0812
0155,0145,0329,0801
0154,0145,0332,0799
0152,0144,0336,0789
0153,0139,0354,0780
0156,0146,0370,0775
0156,0145,0384,0770
0155,0141,0391,0764
0152,0141,0400,0754
0137,0390,0741,0149
0147,0138,0383,0738
0144,0137,0392,0737
0144,0144,0388,0742
0140,0139,0389,0751
0143,0138,0384,0775
0146,0134,0391,0798
0141,0137,0392,0821
0136,0138,0391,0831
0133,0135,0389,0824
0134,0138,0391,0818
0132,0000,0392,0821
0133,0138,0389,0839
0131,0140,0392,0860
0132,0139,0394,0877
0129,0141,0396,0895
0131,0142,0402,0897
0124,0136,0414,0893
0127,0137,0418,0881
0125,0134,0414,0873
0129,0143,0408,0856
0121,0136,0407,0852
0123,0132,0405,0841
0121,0137,0393,0806
0120,0132,0392,0807
0121,0133,0394,0805
0121,0137,0385,0815
0123,0130,0383,0820
0120,0128,0388,0820
0120,0132,0386,0811
0121,0129,0388,0790
0119,0131,0386,0792
0125,0128,0384,0782
0121,0133,0384,0776
0119,0134,0377,0780
0117,0132,0375,0781
0121,0132,0371,0770
0122,0128,0370,0760
0122,0136,0368,0753
0120,0136,0365,0748
0116,0271,0363,0749
0120,0139,0358,0742
0117,0130,0359,0753
0119,0130,0360,0746
0120,0134,0363,0741
0119,0133,0358,0740
0130,0359,0731,0117
0116,0129,0355,0727
0117,0131,0348,0733
0113,0133,0353,0725
0112,0137,0353,0719
0111,0134,0354,0709
0115,0135,0353,0705
0112,0131,0360,0701
0111,0134,0362,0695
0112,0131,0362,0685
0114,0130,0358,0681
0111,0129,0355,0681
0111,0137,0357,0672
0111,0134,0353,0670
0113,0133,0354,0668
0108,0133,0354,0663
0110,0133,0353,0653
0112,0134,0352,0653
0103,0132,0348,0644
0107,0131,0349,0641
0106,0136,0348,0638
0108,0131,0342,0627
0106,0129,0339,0625
0105,0128,0332,0644
0103,0128,0333,0647
0102,0130,0332,0665
0103,0124,0323,0672
0105,0126,0325,0669
0103,0128,0321,0674
0102,0129,0318,0669
0099,0124,0321,0667
0101,0121,0333,0662
0097,0121,0351,0651
0102,0128,0364,0657
0098,0125,0364,0654
0098,0128,0358,0649
0099,0122,0362,0642
0099,0128,0358,0640
0097,0125,0360,0638
0097,0125,0376,0637
0103,0128,0394,0634
0106,0130,0416,0627
0104,0130,0433,0627
0104,0129,0434,0620
0102,0122,0440,0616
0104,0122,0446,0619
0121,0462,0623,0100
0102,0122,0472,0614
0104,0120,0474,0626
0106,0120,0467,0641
0107,0124,0469,0635
0110,0125,0461,0626
0107,0120,0461,0617
0105,0124,0454,0615
0108,0129,0454,0622
0104,0116,0450,0632
0108,0120,0445,0624
0106,0118,0441,0624
0108,0121,0450,0634
0110,0119,0457,0637
